Source,Target,Score,Title,Author,Year,Subject
66705,66705,1,Subduction erosion processes with application to southern Mexico,"Keppie, Duncan Fraser",2009,Earth Sciences - Geology
66705,139052,0.8673,Experimental investigation of flow structures in a shallow embayment using 3D-PTV,"Akutina, Yulia",2016,Civil Engineering & Applied Mechanics
66705,123274,0.8597,Numerical study of mass and momentum exchanges between side asin and forced oscillating main flow,"Gao, Congwei",2014,Earth Sciences - Hydrology
66705,28555,0.8529,A C-grid ocean circulation model and eddy simulation,"Xu, Weimin, 1965-",1994,Physical Oceanography.
66705,32260,0.8528,Crossover in directional solidification and C60 island morphology,"Wang, Quanyong",2009,Physics - Solid State
66705,28780,0.8478,Uniqueness and variability of the ocean's thermohaline circulation,"Hughes, Tertia M. C.",1995,Physical Oceanography.
67020,67020,1,Non-deterministic policies in Markovian processes,"Milani Fard, Mahdi",2009,Applied Sciences - Computer Science
67020,126891,0.8628,Reinforcement learning in models of adaptive medical treatment strategies,"Vincent, Robert",2014,Applied Sciences - Computer Science
67020,143885,0.8353,"Thinking and behaving like an expert surgeon: understanding, teaching and assessing advanced intra-operative cognitive skills","Madani, Amin",2016,Surgery
67020,143969,0.8237,Practice assessment: the PARSEC system,"Lavigne, Maxime",2016,Family Medicine
67020,121124,0.8033,The implications of organizational learning types for technological innovation,"Seidle, Russell James",2014,Business Administration - Management
67020,21960,0.8031,Model-based Bayesian reinforcement learning in complex domains,"Ross, Stéphane",2008,Applied Sciences - Artificial Intelligence
67025,67025,1,A self-pulsating and aperiodic optical fibre source based on cascaded regeneration,"Sun, Kai",2009,Engineering - Electronics and Electrical
67025,116042,0.8285,Multiwavelength Brillouin semiconductor fiber lasers,"Hayder, Alaa.",2008,Fiber optics.
67025,123176,0.8228,Broadband self-pulsating sources based on nonlinear effects,"North, Thibault",2014,Engineering - Electronics and Electrical
67025,132829,0.8205,Novel silicon and nanophotonic components for emerging applications in optical short-reach interconnects,"Zhong, Qiuhang",2015,Engineering - Electronics and Electrical
67025,150962,0.8155,Development of coherent two-dimensional spectroscopy at optical frequencies and application to model chromophores,"Seiler, Hélène",2018,UMIC code is not required - UMIC code is not required
67025,104667,0.8113,Controlling light with slab photonic crystal,"Khorshidahmad, Amin",2011,Engineering - Electronics and Electrical
66974,66974,1,Paradoxes and practices of modernity in a Guyanese mining town,"Gregory, Gillian",2009,Anthropology - Cultural
66974,20939,0.7806,"Modernization and cultural transformation : change in building materials and house forms, Karimabad, Pakistan","Viquar, Sarwat.",1998,"Architecture, Domestic -- Pakistan -- Karimabad."
66974,26310,0.7624,The restructuring of the Montreal tourism industry : a sectoral analysis,"Pohlmann, Corinne",1994,Tourism -- Economic aspects -- Québec (Province) -- Montréal.
66974,148255,0.7539,Artisans of authenticity: the emergence and growth of markets for artisan cheese and wine in Quebec,"Boghossian, Johnny",2017,Management
66974,22584,0.7528,Rural weavers in Southern Bolivia : a development project case study,"Eversole, Robyn.",1995,Bolivia -- Rural conditions.
66974,40018,0.7449,"Tourism and sustainable developments in Grenada, W.I. : towards a mode of analysis","Vincent, George, 1954-",1995,Tourism -- Grenada.
67003,67003,1,Rethinking restrictions: a liberal approach to minority rights and aboriginal education,"Nikkel, Donald",2009,Education - Philosophy of
67003,35637,0.7776,"""This is not a peace pipe"" : towards an understanding of aboriginal sovereignty","Turner, Dale A. (Dale Antony), 1960-",1997,Indigenous peoples -- Politics and government.
67003,96916,0.7756,Breaking the circular argument: the rights of indigenous and other socio-ethnic distinct peoples in Brazil ,"Martins Casagrande, Melissa",2011,Social Sciences - Law
67003,102241,0.7616,La diversité culturelle et le droit constitutionnel canadien au regard du développement durable des cultures minoritaires ,"Rousselle, Serge.",2005,Constitutional law -- Canada.
67003,141383,0.7451,"Vital matters: colonialism, environmentalism, and political theory","Stethem, Isaac",2016,Political Science
67003,33316,0.7443,The idea of a Swiss nation : a critique of Will Kymlicka's account of multination states,"Stojanovic, Nenad.",2000,"Kymlicka, Will."
67009,67009,1,Le 'comique qui ne fait pas rire' dans «Bouvard et Pécuchet» de Gustave Flaubert,"Roy, Mélanie",2009,Literature - Modern
67009,79284,0.7762,Le drôle-de-roman de Marcel Aymé ,"Bélisle, Mathieu",2002,"Aymé, Marcel, 1902-1967 -- Criticism and interpretation"
67009,122990,0.7706,"La vie la nuit. Robert Élie et l'esthétique catholique de «La Relève», entre modernité et antimodernité (1934-1950)","Facal, Cécile",2014,Literature - Canadian (French) 
67009,22445,0.7646,Le langage du théâtre de l'absurde : suivi de Resolutions,"Perrault, Jean-François",1991,Theater of the absurd
67009,56649,0.7609,Aspects de la solitude dans La chute et L'exil et le royaume de Camus,"Pagé, Sylvain",1992,"Camus, Albert, 1913-1960. Chute"
67009,23237,0.7605,Le genre de la rêverie chez Rousseau : la relation avec le rédérent,"Perrault, Isabelle, 1968-",1995,"Rousseau, Jean-Jacques, 1712-1778. Rêveries du promeneur solitaire"
67028,67028,1,"ImaSim, a simulation software package for the teaching of medical x-ray imaging","Landry, Guillaume",2009,Health Sciences - Radiology
67028,78331,0.8645,Verification of IMRT beam delivery with a ferrous sulfate gel dosimeter and MRI,"Brodeur, Marylène",2003,"Health Sciences, Radiology."
67028,106552,0.8512,Modulated electron radiation therapy: an investigation on fast beam models and radiation-tolerant solutions for automated motion control of a few leaf electron collimator,"Papaconstadopoulos, Paul",2012,Health Sciences - General
67028,121558,0.8457,"Investigation of Cherenkov emission with applications in dosimetry, image guidance and intensity modulation in radiation therapy","Zlateva, Yana",2014,Physics - Radiation 
67028,104527,0.8411,Biophysical modeling of human brain physiology in functional magnetic resonance imaging,"Mark, Clarisse",2011,Engineering - Biomedical
67028,107670,0.8403,Monte Carlo treatment planning with modulated electron radiotherapy: framework development and application,"Alexander, Andrew",2012,Physics - Radiation
66711,66711,1,"No place, like home: a look at nature as artifact and the displacement of place","Gilbert, Gaius F",2009,Communications And The Arts - Landscape Architecture
66711,60442,0.7545,"The making of Westmount, Quebec 1870-1929 : a study of landscape and community construction","Bryce, John Stephen",1990,Westmount (Quebec) -- History -- 19th century.
66711,135531,0.7419,The architecture of walking; embodied perception in novels of the European city in the 1920s,"Sioli, Angeliki",2015,Architecture
66711,138802,0.7396,"Shaping time in the city: A cultural history of concrete modernity in Montreal, 1903-2015","Charles, Morgan Julia",2016,Art History and Communications Studies
66711,36682,0.739,"St. Lawrence Blvd. as third city : place, gender and difference along Montréal's 'Main'","Podmore, Julie.",1999,Women -- Québec (Province) -- Montréal -- Social conditions -- 19th century.
66711,38193,0.7239,"Redimensioning Montreal : circulation and urban form, 1846-1918","Gilliland, Jason A.",2001,Transportation -- Québec (Province) -- Montréal -- History.
66717,66717,1,Macrophage iron recycling,"Soe-Lin, Shan",2009,Biology - Physiology
66717,107735,0.8232,Insights on systemic and cellular iron homeostasis: hepcidin responses to oral and parenteral iron loading and an alternative mechanism for ferritin mRNA  translation,"Daba, Alina",2012,Health Sciences - General
66717,143733,0.8114,An alternative synthesis of aromatic carbon-sulfur bonds: thiol addition to ortho-quinones,"Li, Elizabeth",2016,Chemistry
66717,132646,0.8077,Stoichiometry and structures of  ExbB-ExbD and ExbB-ExbD-TonB membrane protein complexes,"Sverzhinsky, Aleksandr",2015,Biology - Molecular
66717,121348,0.8071,Regulation of murine erythropoiesis and metabolism by the iron regulatory protein1hypoxia inducible factor 2 alpha pathway,"Wilkinson, Nicole",2014,Health Sciences - Medicine and Surgery 
66717,117145,0.8064,Insights on the role of the protein hemojuvelin in the maintenance of systemic iron homeostasis,"Gkouvatsos, Konstantinos",2013,Health Sciences - Medicine and Surgery 
66782,66782,1,EXIT chart analysis for compressive turbo codes,"Riaz, Bilal",2009,Engineering - Electronics and Electrical
66782,33984,0.8751,Turbo decoding for fading channels with unknown CSI at the receiver,"Nikolic, Jelena, 1971-",2002,"Engineering, Electronics and Electrical."
66782,99527,0.8628,Turbo equalization using frequency-domain shortening filter,"Monfet, Frederic.",2006,"Engineering, Electronics and Electrical."
66782,100669,0.826,On distance measurement methods for turbo codes,"Ould Cheikh Mouhamedou, Youssouf.",2005,"Engineering, Electronics and Electrical."
66782,61239,0.8015,Off-line tuning of PID controllers for systems subjected to random disturbances,"Gaber, Mark Rawi",1989,"Engineering, Electronics and Electrical."
66782,33969,0.7937,Turbo decoding for transmit diversity communication systems,"Goulet, Laurent.",2001,"Engineering, Electronics and Electrical."
66751,66751,1,Quantitative magnetic resonance imaging of magnetization transfer and T2 relaxation in human white matter pathology,"Levesque, Ives",2009,Biophysics - Medical
66751,99122,0.8806,Improved methods for analyzing MR spectroscopic imaging in order to better understand neurological injury,"Xu, Li, 1971-",2005,"Engineering, Biomedical."
66751,41998,0.8775,The use of proton MR spectroscopic imaging and MRI volumetric measurements in the clinical evaluation of partial epilepsies ,"Cendes, Fernando.",1996,"Biology, Neuroscience."
66751,146861,0.8753,New applications of image correlation spectroscopy to reveal mechanisms of cell membrane receptor regulation,"Gopal, Angelica",2017,Chemistry
66751,35896,0.8629,Magnetic resonance imaging of cerebral oxygen consumption and perfusion,"Hoge, Richard D.",1998,"Biology, Neuroscience."
66751,37792,0.8629,An inverse-problem approach to spatial distortion correction in MRI ,"Munger, Patrice.",2001,"Engineering, Biomedical."
67037,67037,1,Exploring the influence of physical activity on the path to experiencing positive psychological growth in older adolescent and young adult cancer survivors,"Love, Caitlin",2009,Education - Psychology
67037,106311,0.7862,Quality of life and social support in relation to trauma and posttraumatic stress disorder,"Monson, Eva",2012,Psychology - Clinical
67037,132584,0.7844,The relationship between social capital and PTSD,"Macgregor, Emily",2015,Health Sciences - Medicine and Surgery 
67037,34914,0.7784,"Vulnerability, stress and adjustment : a study of affluent young adolescents","Bennett, Andrew, 1964 June 1st-",1998,Adjustment (Psychology) in adolescence.
67037,119331,0.7758,Stress generation and vulnerability in adolescents: a multi- site study in mainland China,"Starrs, Claire Joanna",2013,Psychology - Clinical
67037,84479,0.7732,Predicting the emotional variables in a clinical population of discordant couples with a history of conjugal violence,"Blumstein-Bond, Sharon",2004,Marital violence -- Psychological aspects.
66750,66750,1,Spectral models for color vision,"Skaff, Sandra",2009,Applied Sciences - Artificial Intelligence
66750,81527,0.8621,Detecting and removing specularities and shadows in images,"Bhattacharyya, Jisnu",2004,Computer Science.
66750,113850,0.8553,"Measuring interactions in cells with spatial image cross-correlation spectroscopy : characterization, application and advances","Comeau, Jonathan W. D.",2008,Protein-protein interactions.
66750,37618,0.8539,Optical tomography by time-resolved diffuse reflectance measurements,"Long, William F. (William Frank), 1971-",2000,"Chemistry, Analytical."
66750,24000,0.8527,Evidence of speed gradient sensitive neurons in the monkey extrastriate area MSTd,"Entekhabi, Fatemeh",1996,"Biology, Neuroscience."
66750,111613,0.8525,Wall shear patterns of a 50% asymmetric stenosis model using photochromic molecular flow visualization,"Chin, David, 1982-",2008,Arteries -- Stenosis.
66716,66716,1,La Maison où j'ai grandi: the changing landscape of nostalgia in Quebec's contemporary coming-of-age films,"Charles, Morgan Julia",2009,Communications And The Arts - Cinema
66716,138925,0.7645,L'adolescent dans la foule: un chronotype romanesque de l'entre-deux-guerres,"Bouliane, Claudia",2016,French Language and Literature
66716,99743,0.7619,"The film break : Thomas Pynchon's Gravity's rainbow, Gilles Deleuze's Cinema, and the emergence of a new history","Pokotylo, Heather.",2006,"Pynchon, Thomas. Gravity's rainbow."
66716,33293,0.7573,L'influence du cinéma dans l'écriture romanesque de Marguerite Duras,"Katinakis, Nicolina.",2000,"Duras, Marguerite -- Sources."
66716,42073,0.7549,La résistance dans le cinéma français de fiction (1944-1994) ,"Langlois, Suzanne, 1954-",1996,"World War, 1939-1945 -- Motion pictures and the war."
66716,146952,0.751,Plaisir du brouillage dans le récit contemporain français (2005-2015),"Alarie, Julien",2017,French Language and Literature
66719,66719,1,Geometric method for the accuracy analysis of a class of 3-DOF planar parallel robots,"Yu, Alexander",2009,Engineering - Mechanical
66719,41788,0.8797,Performance factors for fine end-point position control in robots,"Wredenhagen, G. Finn (Gordon Finn)",1994,"Engineering, System Science."
66719,26372,0.8795,Dynamically estimating mobile range camera pose from invariant feature measurements,"Baird, Duncan L. (Duncan Lea)",1994,"Engineering, Electronics and Electrical."
66719,20527,0.8718,Vision based robot localization without explicit landmarks,"Zhang, Chi, 1969-",1998,"Engineering, Electronics and Electrical."
66719,139244,0.8671,Person tracking and following with 2D laser scanners,"Leigh, Angus",2016,Computer Science
66719,22637,0.863,Four ways to stabilize a nonholonomic system on the example of a mobile robot,"Achkar, Alain J.",1994,"Engineering, Electronics and Electrical."
66763,66763,1,Equilibrium and morphology studies of clathrate hydrates,"Beltrán Roldán, Juan Guillermo",2009,Engineering - Chemical
66763,104498,0.9282,H-Lw-V equilibrium for systems formed with binary gas mixtures,"Bruusgaard, Hallvard",2011,Engineering - Chemical
66763,103682,0.8529,Inhibition effects of glucose on clathrate hydrate (H-Lw-V) equilibrium,"Carbone, Anthony",2011,Engineering - Chemical
66763,85066,0.8526,Thermodynamics and phase equilibria of the silicate-fluoride-H₂O systems : implications for fluorine-bearing granites,"Dolejš, David",2004,Geology.
66763,71982,0.8495,Equation of state and structure in non-electrolyte liquids and their mixtures,"Costas Basin, Miguel Antonio",1985,Liquids -- Thermal properties.
66763,111734,0.8457,Phase Relations in the Fe-As-S System.,"Clark, Lloyd A.",1959,Geological Science.
66764,66764,1,Trust in organismic development: a new concept for a self-determination theory approach to parenting,"Landry, Renée",2009,Psychology - Social
66764,148265,0.8505,Environmental regulation of hippocampal function: distinct effects and mechanisms in the dorsal and ventral hippocampus,"Nguyen, Huy-Binh",2017,Neuroscience
66764,148247,0.8189,Exploring 'father involvement' among caregiving fathers of children and youth with neurodisabilities,"Bogossian, Aline",2017,Social Work
66764,38096,0.8112,Treatment of children with problem behaviors : the efficacy of conjoint behavioral consultation versus videotape therapy and the impact on parent-teacher collaboration,"Wayland, Leigh Ann Louise.",2001,Behavior disorders in children.
66764,60038,0.8078,Parental attitudes toward child-rearing : toward the development of a new measure,"Cohen, Mindy",1990,Child rearing
66764,96885,0.8012,Family environment as the social context for parenting children with a neurodevelopmental disorder: a descriptive synthesis of the literature ,"Bogossian, Aline",2011,Social Sciences - Social Work
66781,66781,1,A path characterization of validity for multimodal logics,"Heilala, Samuli",2009,Applied Sciences - Computer Science
66781,86767,0.868,An algebraic approach to dynamic epistemic logic,"Phillips, Caitlin",2010,Applied Sciences - Computer Science
66781,75982,0.855,Some logical characterization of the dot-depth hierarchy and applications,"Blanchet-Sadri, Francine",1989,Mathematics.
66781,22027,0.843,Proof theoretical foundations for constructive Description Logic,"Clément, Ian",2008,Applied Sciences - Computer Science
66781,21586,0.8319,Willow : extending Herby's semantic tree theorem-proving heuristics,"Lapierre, Patrice.",1999,Computer Science.
66781,61217,0.8285,A logic for finite games ,"Mackling, Thomas.",1991,Mathematics.
66786,66786,1,Cache line reservation: exploring a scheme for cache-friendly object allocation,"Bilicki, Ivan",2009,Applied Sciences - Computer Science
66786,98508,0.8382,Shimple : and investigation of static single assignment form,"Umanee, Navindra.",2005,Computer Science.
66786,79213,0.8312,Abstract data types and extended domain operations in a nested relational algebra,"Zheng, Yi, 1976-",2002,Mathematics.
66786,98798,0.8265,Visualization tools for optimizing compilers,"Shaw, Jennifer Elizabeth.",2005,Computer Science.
66786,36855,0.8225,Trie methods for structured data on secondary storage,"Zhao, Xiaoyan, 1966-",2000,Computer Science.
66786,84096,0.8224,A practical MHP information computation for concurrent Java programs ,"Li, Lin, 1971-",2005,Computer Science.
66656,66656,1,Characterization of the micro injection molding process and its products,"Chu, Jingsong",2009,Engineering - Chemical
66656,81529,0.8666,Transformation phenomena in superplastic aluminum 7475,"Blander, Alexandre Joel",2004,"Engineering, Materials Science."
66656,97953,0.8634,Development of metallic electrodes on KBr,"Fostner, Shawn.",2005,"Physics, Condensed Matter."
66656,40279,0.8606,The processing and properties of electrically conductive fiber composites,"Weber, Mark, 1964-",1995,"Engineering, Chemical."
66656,74240,0.8564,Molding behaviour and microstructure of injection molded short glass fiber reinforced polypropylene composites,"Singh, Peter",1989,Plastics Technology.
66656,28379,0.8542,Computer simulation of the injection molding of viscoelastic crystalline thermoplastics,"Lafleur, Pierre G.",1983,Injection molding of plastics -- Mathematical models.
66640,66640,1,Systems of equations over free groups: structures and complexity,"Touikan, Nicholas",2009,Pure Sciences - Mathematics
66640,148477,0.8457,A bicategorical approach to transition systems,"Humphrey, Harrison",2017,Computer Science
66640,18779,0.8453,Determining the Zeta function of curves via p-adic cohomology and deformation theory,"Grand'Maison, Jérôme",2008,Pure Sciences - Mathematics
66640,23766,0.8394,Matrix based derivations and representations of Krylov subspace methods,"Anderson, Penelope L.",1995,Mathematics.
66640,143803,0.8384,The Ekedahl-Oort stratification of unitary Shimura varieties,"Wooding, Amy",2016,Mathematics and Statistics
66640,98801,0.8381,Groups elementary equivalent to a free 2-nilpotent group of arbitrary finite rank,"Sohrabi, Mahmood.",2005,Mathematics.
68630,68630,1,D.H. Lawrence's revision of E.M. Forster's fiction,"Sampson, Denis.",1981,"Lawrence, D. H. (David Herbert), 1885-1930 -- Criticism and interpretation."
68630,60627,0.7848,Heartland,"Krysler, Gary",1991,Fundamentalism
68630,38170,0.7815,"""Coloured with an historicall fiction"" : the topical and moral import of characterization in Edmund Spenser's Faerie Queene","Chishty-Mujahid, Nadya Qamar.",2001,"Spenser, Edmund, 1552?-1599. Faerie queene."
68630,74299,0.7813,Le discours mystificateur chez Alphonse Allais ,"Poulin, Marguerite",1990,"Allais, Alphonse, 1854-1905 -- Criticism and interpretation"
68630,75693,0.7745,"Received melodies : the new, old novel","Cooke, Stewart J.",1987,"Barth, John, 1930- Letters."
68630,21213,0.7672,"Dérapages, suivi de, Vers une définition du roman de la route","Godin, Marc Antoine.",1999,Travel in literature.
68516,68516,1,A study of the development of agric horizons in Quebec soils ,"Seddyk, Esam Abdul-Sattar",1979,"Agriculture, Agronomy."
68516,150326,0.8369,A study of the development of agric horizons in Quebec soils,"Seddyk, Esam Abdul-Sattar.",1979,Soil mineralogy.
68516,132126,0.8206,Plant ecology and a comparative study of methods of reproduction of certain pasture plants with an investigation of the soil viable seed flora. ,"Boulet, Lucien J.",1937,Agronomy.
68516,123798,0.8159,Investigation of the acidity of leachates from decomposing leaves of deciduous trees.,"Boswall, Graeme Wyatt.",1949,Agricultural Chemistry.
68516,68551,0.8114,Anther culture in oats (Avena sativa L.).,"Chung, Siu-Wah.",1980,Oats -- Genetics
68516,37738,0.7988,"Illitization and chloritization of illitesmectite and chloritesmectite mixed-layer clays in high-grade diagenetic and very low-grade metamorphic environments of Gaspe Peninsula, Quebec Appalachians, Canada : problems and solutions","Shata, Salah.",2000,Geochemistry.
68714,68714,1,Forced Rossby waves in the presence of a nonlinear critical layer,"Ritchie, C. Harold (Charles Harold)",1982,Rossby waves.
68714,36559,0.8475,Nonlinear critical layer development of forced wave packets in geophysical shear flows,"Campbell, Lucy J.",2000,Geophysics.
68714,68711,0.844,Resonance of stationary waves in a model atmosphere,"Mitchell, Herschel L.",1982,Standing waves.
68714,104880,0.8034,High order numerical models for high amplitude ultrasonic wave propagation,"Leadbetter, Jeffrey",2011,Engineering - Mechanical 
68714,150801,0.803,Spontaneous imbalance in rotating stratified turbulence,"Amini Kafiabad, Hossein",2018,UMIC code is not required - UMIC code is not required
68714,150433,0.797,Acoustic surface waves in periodic structures,"Schwelb, Otto.",1978,Acoustic surface waves.
68606,68606,1,Improvement of memory for classically condition associations by post-training self-stimulation,"Coulombe, Daniel",1981,Memory.
68606,40167,0.8557,Time-dependent phenomena of excitable cardiac tissue,"Kunysz, Arkady M. (Arkady Mussa)",1996,"Biology, Cell."
68606,30758,0.8316,La tomographie par émission de positons à l'étude de la réponse hémodynamique temporelle induite par activation cérébrale : (TEP-RHETIAC),"Tremblay, Hugo.",2000,"Health Sciences, Radiology."
68606,60568,0.8296,Dynamics of neural networks and respiratory rhythm generation,"Lewis, John E.",1991,"Biology, Neuroscience."
68606,84261,0.8285,Classical ballet training and the control of upright balance,"Hughey, Lucinda Kay",2003,"Health Sciences, Rehabilitation and Therapy."
68606,119609,0.8258,Spatial and temporal effects on molecular signaling networks,"Naqib, Faisal",2013,Biology - Physiology
68642,68642,1,Pituitary peptides : isolation and biological function,"Brubaker, Patricia Lee.",1982,"Chemistry, Biochemistry."
68642,35420,0.8473,The characterization of the collagenase involved during chondrocyte maturation in the bovine fetal growth plate ,"Wu, Ching Hua William.",1997,"Biology, Molecular."
68642,22820,0.8413,In vivo evidence that preexposure to somatostatin enhances growth hormone responsiveness to growth hormone-releasing factor,"Turner, Joel P.",1994,"Biology, Neuroscience."
68642,30348,0.8381,Effects of proinflammatory agents on oxygen species production by bovine mammary epithelial and immune cells,"Boulanger, Véronique.",2000,Endotoxins.
68642,77131,0.8355,Neurohumoral regulation of adrenal ornithine decarboxylase activity,"Alamzàn, Guillermina.",1982,Ornithine decarboxylase
68642,126218,0.8318,Effects of reserpine treatment on the ‘in vitro’ utilization of steroid precursors by rat adrenal preparations,"Mehdi, Afzal Z.",1967,in vitro treatment
68663,68663,1,The asymmetric synthesis of l-lactams : a thesis,"Tenneson, Sheila Muriel.",1982,Lactams.
68663,117127,0.9084,Synthesis and biological evaluation of 2- aminothiophene and benzothiazole derivatives as isoprenoid biosynthesis inhibitors,"Langille, Adrienne",2013,Chemistry - Organic
68663,150519,0.907,Synthesis of beta-lactams ,"Zamboni, Robert Joseph.",1978,Heterocyclic compounds.
68663,68591,0.9061,The chemical synthesis of ribonucleotides using the dichlorophosphite method : a thesis,"Theriault, Nicole.",1981,RNA.
68663,68713,0.9026,Synthesis of new B-lactams : a thesis,"Liu, Whi-Yu.",1981,Lactams.
68663,150316,0.8979,"Synthesis of glycosides, glycosyl halides and glycosyl esters","Leroux, Jacques.",1977,Glycosides.
68667,68667,1,Revision of the American species of Mimesa (Hymenoptera : Pemphredonidae : Pseninae).,"Finnamore, Albert T.",1982,Wasps -- North America -- Identification.
68667,71923,0.8917,"The systematics and phylogeny of Alabagrus (Hymenoptera, Braconidae, Agathidinae) ","Sharkey, Michael Joseph.",1983,Alabagrus.
68667,112996,0.8784,a Study of the Systematics and Biology of Aphids of the Genus Cinara Curtis in Canada.,"Bradley, G.A.",1961,Entomology and Plant Pathology.
68667,132798,0.8641,Systematics of Nearctic Callomyia  (Diptera: Platypezidae),"Cumming, Heather",2015,Health And Environmental Sciences - Environmental Sciences
68667,123927,0.8602,Morphological and life history studies on Entamoeba terrapinae and its comparative morphology with E. histolytica and E. invadens.,"McMorran, Arlene Rae.",1952,Parasitology.
68667,35562,0.8549,"Systematics of Niteobrachis, a new genus in the tribe Brachistini (Hymenoptera:Braconidae:Helconinae)","Aranguren, Antonio M.",1999,Braconidae -- Classification.
68713,68713,1,Synthesis of new B-lactams : a thesis,"Liu, Whi-Yu.",1981,Lactams.
68713,150519,0.9172,Synthesis of beta-lactams ,"Zamboni, Robert Joseph.",1978,Heterocyclic compounds.
68713,68591,0.9092,The chemical synthesis of ribonucleotides using the dichlorophosphite method : a thesis,"Theriault, Nicole.",1981,RNA.
68713,70273,0.9084,Methods for the synthesis of macrocyclic and bolaform phosphatidylcholines,"Hébert, Normand C., 1930-",1991,"Chemistry, Organic."
68713,68566,0.9083,Synthesis and properties of novel nucleoside and nucleotide analogues : a thesis,"Gillen, Michael Francis.",1980,Nucleosides.
68713,150316,0.9064,"Synthesis of glycosides, glycosyl halides and glycosyl esters","Leroux, Jacques.",1977,Glycosides.
66846,66846,1,Poduction of human Interleukin-7 in insect cells and fabrication of microfluidic systems for high throughput cell screening,"Mirzaei, Maryam",2009,Biology - General
66846,103721,0.8575,The effects of non-thermal plasmas on selected mammalian cells,"Leduc, Mathieu",2011,Engineering - Biomedical
66846,108330,0.8448,Applications of mass spectrometry in clinical chemistry and biomedical research,"Aguiar, Mike.",2007,"Chemistry, Clinical -- methods."
66846,132644,0.8359,Molecular imprinting in a modified chitosan hydrogel- imparting sites of specific recognition in a polymer matrix for potential selective biosensor and biomaterial interface functionality,"Shapka, Stephen",2015,Engineering - Biomedical
66846,107716,0.8328,The design and synthesis of dendrimers for applications in the pulp and paper industry,"Ladd, Elizabeth",2012,Chemistry - Polymer
66846,85630,0.8321,Biological degradation of plasticizers and their metabolites,"Nalli, Sandro",2005,"Biology, Microbiology."
68675,68675,1,Analysis and design of enclosures for electromagnetic suscepibility measurements over a wide frequency range (20MHz-30GHz),"Mishra, Shantnu R.",1982,Electromagnetic measurements.
68675,138965,0.8749,DNA polymer physics in complex nanofluidic environments,"Klotz, Alexander",2016,Physics
68675,36572,0.8736,Mechanics of nanometer scale indentation of a metal surface,"Cross, Graham.",1999,"Physics, Condensed Matter."
68675,119385,0.8725,Transport and deposition of quantum dots and model polystryene nanoparticles in granular aquatic environments,"Quevedo, Ivan",2013,Health And Environmental Sciences - Environmental Sciences
68675,40769,0.8707,"Nanometer-scale studies of friction, dissipation, and plasticity","Filleter, William",2009,Physics - Solid State
68675,81354,0.8659,"Peak effect, hall effect and vortex phases in FexNi₁-xZr₂ superconducting glasses","Lefebvre, Josianne",2004,"Physics, Condensed Matter."
68632,68632,1,The stereochemistry of ligand substitution reactions of cyclopentadienyl-rhodium complexes ,"Quinn, Susan M. (Susan Mary)",1981,Ligands.
68632,77147,0.8418,The synthesis and characterization of platinum complexes containing thiolate and catenated polysulfur ligands ,"Lai, Rabin Diwan.",1981,Platinum compounds.
68632,71837,0.8349,"The synthesis and characterization of organometallic polysulfanes and polyselenanes of titanium (IV), zirconium (IV), and hafnium (IV) ","McCall, James M.",1983,Sulfur compounds.
68632,20606,0.8102,"The second sphere coordination of peroxovanadium guests with polyurea, polyguanidinium and polyammonium hosts ","Yaccato, Karin J.",1998,"Chemistry, Inorganic."
68632,68533,0.8047,Infrared intensity and nuclear magnetic resonance studies of some group VIB metal chalcocarbonyl complexes,"Baibich, Ione Maluf.",1981,Carbonyl compounds.
68632,39888,0.7988,A dinuclear approach to phosphate diester hydrolysis,"Wahnon, Daphne C.",1995,"Chemistry, Organic."
68689,68689,1,Static load-bearing characteristics of the in vitro talocrural articulation subjected to internal-external torque,"Fraser, Gregory A. (Gregory Allan)",1982,Ankle.
68689,147015,0.8048,Quantitative alignment of neurophysiological responses from a linear probe to cortex based on electrolytic lesions,"Mohanty, Niladri",2016,Biomedical Engineering
68689,60105,0.7959,Instantaneous center of rotation shifts in symptomatic anterior cruciate ligament deficient knee joints,"Simmonds, Michael John",1990,Anterior cruciate ligament
68689,129090,0.7928,Lesions of intestinal mucosa associated with extra-corporeal circulation and low flow states.,"Chiu, Chu-Jeng.",1971,Experimental Surgery.
68689,55407,0.7926,Modeling and simulation of morphological phenomena in discotic mesophases subjected to extensional flows,"Singh, Arvinder Pal",1994,"Engineering, Chemical."
68689,74271,0.7876,Liquid crystalline properties of ethyl cellulose,"Budgell, Derek Richard",1989,"Chemistry, Physical."
68699,68699,1,Formal aspects of metaphor : a study in structural poetics,"Bailin, Alan.",1982,Metaphor.
68699,61170,0.8583,Metaphor in Ricoeur's hermeneutics of poetic language,"Mehta, R. (Rajesh)",1991,"Ricœur, Paul -- Contributions in hermeneutics."
68699,23850,0.8426,C.S. Lewis on metaphor : a study of Lewis in the light of modern theory,"Kingsmill, Patricia",1996,"Lewis, C. S. (Clive Staples), 1898-1963 -- Criticism and interpretation"
68699,24086,0.8115,Kierkegaard's Fear and trembling : a metaphorical reading,"Hayes, Jonathan A.",1996,"Kierkegaard, Søren, 1813-1855. Frygt og bæven."
68699,68104,0.8063,Intention and interpretation,"Hoyer, Steven",1993,Intentionalism
68699,127020,0.8016,Individuation et vision du monde: enquête  sur l’héritage ontologique de la phénoménologie,"Boublil, Elodie",2013,"Philosophy, Religion And Theology - Philosophy"
